series_name,base_number,base_name,type,start_timestamp,series_value
T16,B00837,CAREY LIMO N Y INC,trips,17-02-2015,453
T16,B00837,CAREY LIMO N Y INC,trips,18-02-2015,495
T16,B00837,CAREY LIMO N Y INC,trips,19-02-2015,531
T16,B00837,CAREY LIMO N Y INC,trips,20-02-2015,395
T16,B00837,CAREY LIMO N Y INC,trips,21-02-2015,151
T16,B00837,CAREY LIMO N Y INC,trips,22-02-2015,261
T16,B00837,CAREY LIMO N Y INC,trips,23-02-2015,544
T16,B00837,CAREY LIMO N Y INC,trips,24-02-2015,574
T16,B00837,CAREY LIMO N Y INC,trips,25-02-2015,555
T16,B00837,CAREY LIMO N Y INC,trips,26-02-2015,515
T16,B00837,CAREY LIMO N Y INC,trips,27-02-2015,436
T16,B00837,CAREY LIMO N Y INC,trips,28-02-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,01-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,02-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,03-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,04-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,05-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,06-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,07-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,08-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,09-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,10-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,11-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,12-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,13-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,14-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,15-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,16-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,17-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,18-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,19-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,20-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,21-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,22-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,23-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,24-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,25-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,26-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,27-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,28-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,29-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,30-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,31-03-2015,164
T16,B00837,CAREY LIMO N Y INC,trips,01-04-2015,504
T16,B00837,CAREY LIMO N Y INC,trips,02-04-2015,492
T16,B00837,CAREY LIMO N Y INC,trips,03-04-2015,247
T16,B00837,CAREY LIMO N Y INC,trips,04-04-2015,97
T16,B00837,CAREY LIMO N Y INC,trips,05-04-2015,187
T16,B00837,CAREY LIMO N Y INC,trips,06-04-2015,390
T16,B00837,CAREY LIMO N Y INC,trips,07-04-2015,548
T16,B00837,CAREY LIMO N Y INC,trips,08-04-2015,588
T16,B00837,CAREY LIMO N Y INC,trips,09-04-2015,562
T16,B00837,CAREY LIMO N Y INC,trips,10-04-2015,412
T16,B00837,CAREY LIMO N Y INC,trips,11-04-2015,200
T16,B00837,CAREY LIMO N Y INC,trips,12-04-2015,316
T16,B00837,CAREY LIMO N Y INC,trips,13-04-2015,524
T16,B00837,CAREY LIMO N Y INC,trips,14-04-2015,541
T16,B00837,CAREY LIMO N Y INC,trips,15-04-2015,617
T16,B00837,CAREY LIMO N Y INC,trips,16-04-2015,610
T16,B00837,CAREY LIMO N Y INC,trips,17-04-2015,450
T16,B00837,CAREY LIMO N Y INC,trips,18-04-2015,198
T16,B00837,CAREY LIMO N Y INC,trips,19-04-2015,329
T16,B00837,CAREY LIMO N Y INC,trips,20-04-2015,525
T16,B00837,CAREY LIMO N Y INC,trips,21-04-2015,636
T16,B00837,CAREY LIMO N Y INC,trips,22-04-2015,635
T16,B00837,CAREY LIMO N Y INC,trips,23-04-2015,567
T16,B00837,CAREY LIMO N Y INC,trips,24-04-2015,509
T16,B00837,CAREY LIMO N Y INC,trips,25-04-2015,208
T16,B00837,CAREY LIMO N Y INC,trips,26-04-2015,313
T16,B00837,CAREY LIMO N Y INC,trips,27-04-2015,504
T16,B00837,CAREY LIMO N Y INC,trips,28-04-2015,569
T16,B00837,CAREY LIMO N Y INC,trips,29-04-2015,584
T16,B00837,CAREY LIMO N Y INC,trips,30-04-2015,529
T16,B00837,CAREY LIMO N Y INC,trips,01-05-2015,431
T16,B00837,CAREY LIMO N Y INC,trips,02-05-2015,183
T16,B00837,CAREY LIMO N Y INC,trips,03-05-2015,304
T16,B00837,CAREY LIMO N Y INC,trips,04-05-2015,630
T16,B00837,CAREY LIMO N Y INC,trips,05-05-2015,619
T16,B00837,CAREY LIMO N Y INC,trips,06-05-2015,640
T16,B00837,CAREY LIMO N Y INC,trips,07-05-2015,611
T16,B00837,CAREY LIMO N Y INC,trips,08-05-2015,473
T16,B00837,CAREY LIMO N Y INC,trips,09-05-2015,195
T16,B00837,CAREY LIMO N Y INC,trips,10-05-2015,278
T16,B00837,CAREY LIMO N Y INC,trips,11-05-2015,627
T16,B00837,CAREY LIMO N Y INC,trips,12-05-2015,644
T16,B00837,CAREY LIMO N Y INC,trips,13-05-2015,618
T16,B00837,CAREY LIMO N Y INC,trips,14-05-2015,633
T16,B00837,CAREY LIMO N Y INC,trips,15-05-2015,503
T16,B00837,CAREY LIMO N Y INC,trips,16-05-2015,225
T16,B00837,CAREY LIMO N Y INC,trips,17-05-2015,355
T16,B00837,CAREY LIMO N Y INC,trips,18-05-2015,563
T16,B00837,CAREY LIMO N Y INC,trips,19-05-2015,629
T16,B00837,CAREY LIMO N Y INC,trips,20-05-2015,669
T16,B00837,CAREY LIMO N Y INC,trips,21-05-2015,561
T16,B00837,CAREY LIMO N Y INC,trips,22-05-2015,361
T16,B00837,CAREY LIMO N Y INC,trips,23-05-2015,125
T16,B00837,CAREY LIMO N Y INC,trips,24-05-2015,128
T16,B00837,CAREY LIMO N Y INC,trips,25-05-2015,210
T16,B00837,CAREY LIMO N Y INC,trips,26-05-2015,470
T16,B00837,CAREY LIMO N Y INC,trips,27-05-2015,510
T16,B00837,CAREY LIMO N Y INC,trips,28-05-2015,607
T16,B00837,CAREY LIMO N Y INC,trips,29-05-2015,482
T16,B00837,CAREY LIMO N Y INC,trips,30-05-2015,234
T16,B00837,CAREY LIMO N Y INC,trips,31-05-2015,355
T16,B00837,CAREY LIMO N Y INC,trips,01-06-2015,555
T16,B00837,CAREY LIMO N Y INC,trips,02-06-2015,584
T16,B00837,CAREY LIMO N Y INC,trips,03-06-2015,568
T16,B00837,CAREY LIMO N Y INC,trips,04-06-2015,645
T16,B00837,CAREY LIMO N Y INC,trips,05-06-2015,492
T16,B00837,CAREY LIMO N Y INC,trips,06-06-2015,205
T16,B00837,CAREY LIMO N Y INC,trips,07-06-2015,329
T16,B00837,CAREY LIMO N Y INC,trips,08-06-2015,584
T16,B00837,CAREY LIMO N Y INC,trips,09-06-2015,605
T16,B00837,CAREY LIMO N Y INC,trips,10-06-2015,600
T16,B00837,CAREY LIMO N Y INC,trips,11-06-2015,603
T16,B00837,CAREY LIMO N Y INC,trips,12-06-2015,480
T16,B00837,CAREY LIMO N Y INC,trips,13-06-2015,218
T16,B00837,CAREY LIMO N Y INC,trips,14-06-2015,332
T16,B00837,CAREY LIMO N Y INC,trips,15-06-2015,511
T16,B00837,CAREY LIMO N Y INC,trips,16-06-2015,593
T16,B00837,CAREY LIMO N Y INC,trips,17-06-2015,589
T16,B00837,CAREY LIMO N Y INC,trips,18-06-2015,538
T16,B00837,CAREY LIMO N Y INC,trips,19-06-2015,429
T16,B00837,CAREY LIMO N Y INC,trips,20-06-2015,174
T16,B00837,CAREY LIMO N Y INC,trips,21-06-2015,281
T16,B00837,CAREY LIMO N Y INC,trips,22-06-2015,561
T16,B00837,CAREY LIMO N Y INC,trips,23-06-2015,552
T16,B00837,CAREY LIMO N Y INC,trips,24-06-2015,604
T16,B00837,CAREY LIMO N Y INC,trips,25-06-2015,565
T16,B00837,CAREY LIMO N Y INC,trips,26-06-2015,436
T16,B00837,CAREY LIMO N Y INC,trips,27-06-2015,169
T16,B00837,CAREY LIMO N Y INC,trips,28-06-2015,265
T16,B00837,CAREY LIMO N Y INC,trips,29-06-2015,404
T16,B00837,CAREY LIMO N Y INC,trips,30-06-2015,444
T16,B00837,CAREY LIMO N Y INC,trips,01-07-2015,395
T16,B00837,CAREY LIMO N Y INC,trips,02-07-2015,324
T16,B00837,CAREY LIMO N Y INC,trips,03-07-2015,131
T16,B00837,CAREY LIMO N Y INC,trips,04-07-2015,111
T16,B00837,CAREY LIMO N Y INC,trips,05-07-2015,179
T16,B00837,CAREY LIMO N Y INC,trips,06-07-2015,325
T16,B00837,CAREY LIMO N Y INC,trips,07-07-2015,446
T16,B00837,CAREY LIMO N Y INC,trips,08-07-2015,486
T16,B00837,CAREY LIMO N Y INC,trips,09-07-2015,436
T16,B00837,CAREY LIMO N Y INC,trips,10-07-2015,336
T16,B00837,CAREY LIMO N Y INC,trips,11-07-2015,138
T16,B00837,CAREY LIMO N Y INC,trips,12-07-2015,263
T16,B00837,CAREY LIMO N Y INC,trips,13-07-2015,482
T16,B00837,CAREY LIMO N Y INC,trips,14-07-2015,510
T16,B00837,CAREY LIMO N Y INC,trips,15-07-2015,539
T16,B00837,CAREY LIMO N Y INC,trips,16-07-2015,499
T16,B00837,CAREY LIMO N Y INC,trips,17-07-2015,306
T16,B00837,CAREY LIMO N Y INC,trips,18-07-2015,140
T16,B00837,CAREY LIMO N Y INC,trips,19-07-2015,287
T16,B00837,CAREY LIMO N Y INC,trips,20-07-2015,483
T16,B00837,CAREY LIMO N Y INC,trips,21-07-2015,514
T16,B00837,CAREY LIMO N Y INC,trips,22-07-2015,542
T16,B00837,CAREY LIMO N Y INC,trips,23-07-2015,496
T16,B00837,CAREY LIMO N Y INC,trips,24-07-2015,342
T16,B00837,CAREY LIMO N Y INC,trips,25-07-2015,157
T16,B00837,CAREY LIMO N Y INC,trips,26-07-2015,231
T16,B00837,CAREY LIMO N Y INC,trips,27-07-2015,466
T16,B00837,CAREY LIMO N Y INC,trips,28-07-2015,496
T16,B00837,CAREY LIMO N Y INC,trips,29-07-2015,489
T16,B00837,CAREY LIMO N Y INC,trips,30-07-2015,506
T16,B00837,CAREY LIMO N Y INC,trips,31-07-2015,339
T17,B00919,HARLEM CARS INC.,trips,01-01-2015,766
T17,B00919,HARLEM CARS INC.,trips,02-01-2015,594
T17,B00919,HARLEM CARS INC.,trips,03-01-2015,718
T17,B00919,HARLEM CARS INC.,trips,04-01-2015,556
T17,B00919,HARLEM CARS INC.,trips,05-01-2015,587
T17,B00919,HARLEM CARS INC.,trips,06-01-2015,621
T17,B00919,HARLEM CARS INC.,trips,07-01-2015,491
T17,B00919,HARLEM CARS INC.,trips,08-01-2015,716
T17,B00919,HARLEM CARS INC.,trips,09-01-2015,869
T17,B00919,HARLEM CARS INC.,trips,10-01-2015,689
T17,B00919,HARLEM CARS INC.,trips,11-01-2015,621
T17,B00919,HARLEM CARS INC.,trips,12-01-2015,521
T17,B00919,HARLEM CARS INC.,trips,13-01-2015,566
T17,B00919,HARLEM CARS INC.,trips,14-01-2015,413
T17,B00919,HARLEM CARS INC.,trips,15-01-2015,539
T17,B00919,HARLEM CARS INC.,trips,16-01-2015,702
T17,B00919,HARLEM CARS INC.,trips,17-01-2015,659
T17,B00919,HARLEM CARS INC.,trips,18-01-2015,706
T17,B00919,HARLEM CARS INC.,trips,19-01-2015,433
T17,B00919,HARLEM CARS INC.,trips,20-01-2015,534
T17,B00919,HARLEM CARS INC.,trips,21-01-2015,473
T17,B00919,HARLEM CARS INC.,trips,22-01-2015,513
T17,B00919,HARLEM CARS INC.,trips,23-01-2015,651
T17,B00919,HARLEM CARS INC.,trips,24-01-2015,724
T17,B00919,HARLEM CARS INC.,trips,25-01-2015,565
T17,B00919,HARLEM CARS INC.,trips,26-01-2015,694
T17,B00919,HARLEM CARS INC.,trips,27-01-2015,291
T17,B00919,HARLEM CARS INC.,trips,28-01-2015,561
T17,B00919,HARLEM CARS INC.,trips,29-01-2015,588
T17,B00919,HARLEM CARS INC.,trips,30-01-2015,894
T17,B00919,HARLEM CARS INC.,trips,31-01-2015,669
T17,B00919,HARLEM CARS INC.,trips,01-02-2015,888
T17,B00919,HARLEM CARS INC.,trips,02-02-2015,485
T17,B00919,HARLEM CARS INC.,trips,03-02-2015,980
T17,B00919,HARLEM CARS INC.,trips,04-02-2015,660
T17,B00919,HARLEM CARS INC.,trips,05-02-2015,708
T17,B00919,HARLEM CARS INC.,trips,06-02-2015,874
T17,B00919,HARLEM CARS INC.,trips,07-02-2015,879
T17,B00919,HARLEM CARS INC.,trips,08-02-2015,769
T17,B00919,HARLEM CARS INC.,trips,09-02-2015,621
T17,B00919,HARLEM CARS INC.,trips,10-02-2015,765
T17,B00919,HARLEM CARS INC.,trips,11-02-2015,624
T17,B00919,HARLEM CARS INC.,trips,12-02-2015,610
T17,B00919,HARLEM CARS INC.,trips,13-02-2015,930
T17,B00919,HARLEM CARS INC.,trips,14-02-2015,930
T17,B00919,HARLEM CARS INC.,trips,15-02-2015,930
T17,B00919,HARLEM CARS INC.,trips,16-02-2015,705
T17,B00919,HARLEM CARS INC.,trips,17-02-2015,760
T17,B00919,HARLEM CARS INC.,trips,18-02-2015,626
T17,B00919,HARLEM CARS INC.,trips,19-02-2015,746
T17,B00919,HARLEM CARS INC.,trips,20-02-2015,910
T17,B00919,HARLEM CARS INC.,trips,21-02-2015,582
T17,B00919,HARLEM CARS INC.,trips,22-02-2015,866
T17,B00919,HARLEM CARS INC.,trips,23-02-2015,729
T17,B00919,HARLEM CARS INC.,trips,24-02-2015,907
T17,B00919,HARLEM CARS INC.,trips,25-02-2015,661
T17,B00919,HARLEM CARS INC.,trips,26-02-2015,751
T17,B00919,HARLEM CARS INC.,trips,27-02-2015,927
T17,B00919,HARLEM CARS INC.,trips,28-02-2015,924
T17,B00919,HARLEM CARS INC.,trips,01-03-2015,924
T17,B00919,HARLEM CARS INC.,trips,02-03-2015,748
T17,B00919,HARLEM CARS INC.,trips,03-03-2015,920
T17,B00919,HARLEM CARS INC.,trips,04-03-2015,667
T17,B00919,HARLEM CARS INC.,trips,05-03-2015,810
T17,B00919,HARLEM CARS INC.,trips,06-03-2015,990
T17,B00919,HARLEM CARS INC.,trips,07-03-2015,990
T17,B00919,HARLEM CARS INC.,trips,08-03-2015,985
T17,B00919,HARLEM CARS INC.,trips,09-03-2015,701
T17,B00919,HARLEM CARS INC.,trips,10-03-2015,705
T17,B00919,HARLEM CARS INC.,trips,11-03-2015,671
T17,B00919,HARLEM CARS INC.,trips,12-03-2015,688
T17,B00919,HARLEM CARS INC.,trips,13-03-2015,751
T17,B00919,HARLEM CARS INC.,trips,14-03-2015,920
T17,B00919,HARLEM CARS INC.,trips,15-03-2015,690
T17,B00919,HARLEM CARS INC.,trips,16-03-2015,558
T17,B00919,HARLEM CARS INC.,trips,17-03-2015,686
T17,B00919,HARLEM CARS INC.,trips,18-03-2015,614
T17,B00919,HARLEM CARS INC.,trips,19-03-2015,637
T17,B00919,HARLEM CARS INC.,trips,20-03-2015,708
T17,B00919,HARLEM CARS INC.,trips,21-03-2015,824
T17,B00919,HARLEM CARS INC.,trips,22-03-2015,796
T17,B00919,HARLEM CARS INC.,trips,23-03-2015,509
T17,B00919,HARLEM CARS INC.,trips,24-03-2015,553
T17,B00919,HARLEM CARS INC.,trips,25-03-2015,589
T17,B00919,HARLEM CARS INC.,trips,26-03-2015,589
T17,B00919,HARLEM CARS INC.,trips,27-03-2015,701
T17,B00919,HARLEM CARS INC.,trips,28-03-2015,780
T17,B00919,HARLEM CARS INC.,trips,29-03-2015,752
T17,B00919,HARLEM CARS INC.,trips,30-03-2015,588
T17,B00919,HARLEM CARS INC.,trips,31-03-2015,652
T18,B00948,510 CAR SERVICE CORP,trips,01-01-2015,445
T18,B00948,510 CAR SERVICE CORP,trips,02-01-2015,643
T18,B00948,510 CAR SERVICE CORP,trips,03-01-2015,722
T18,B00948,510 CAR SERVICE CORP,trips,04-01-2015,578
T18,B00948,510 CAR SERVICE CORP,trips,05-01-2015,595
T18,B00948,510 CAR SERVICE CORP,trips,06-01-2015,608
T18,B00948,510 CAR SERVICE CORP,trips,07-01-2015,605
T18,B00948,510 CAR SERVICE CORP,trips,08-01-2015,639
T18,B00948,510 CAR SERVICE CORP,trips,09-01-2015,688
T18,B00948,510 CAR SERVICE CORP,trips,10-01-2015,620
T18,B00948,510 CAR SERVICE CORP,trips,11-01-2015,641
T18,B00948,510 CAR SERVICE CORP,trips,12-01-2015,542
T18,B00948,510 CAR SERVICE CORP,trips,13-01-2015,646
T18,B00948,510 CAR SERVICE CORP,trips,14-01-2015,618
T18,B00948,510 CAR SERVICE CORP,trips,15-01-2015,636
T18,B00948,510 CAR SERVICE CORP,trips,16-01-2015,764
T18,B00948,510 CAR SERVICE CORP,trips,17-01-2015,743
T18,B00948,510 CAR SERVICE CORP,trips,18-01-2015,644
T18,B00948,510 CAR SERVICE CORP,trips,19-01-2015,464
T18,B00948,510 CAR SERVICE CORP,trips,20-01-2015,532
T18,B00948,510 CAR SERVICE CORP,trips,21-01-2015,534
T18,B00948,510 CAR SERVICE CORP,trips,22-01-2015,547
T18,B00948,510 CAR SERVICE CORP,trips,23-01-2015,645
T18,B00948,510 CAR SERVICE CORP,trips,24-01-2015,642
T18,B00948,510 CAR SERVICE CORP,trips,25-01-2015,608
T18,B00948,510 CAR SERVICE CORP,trips,26-01-2015,406
T18,B00948,510 CAR SERVICE CORP,trips,27-01-2015,120
T18,B00948,510 CAR SERVICE CORP,trips,28-01-2015,593
T18,B00948,510 CAR SERVICE CORP,trips,29-01-2015,674
T18,B00948,510 CAR SERVICE CORP,trips,30-01-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,31-01-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,01-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,02-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,03-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,04-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,05-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,06-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,07-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,08-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,09-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,10-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,11-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,12-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,13-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,14-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,15-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,16-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,17-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,18-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,19-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,20-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,21-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,22-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,23-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,24-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,25-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,26-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,27-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,28-02-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,01-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,02-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,03-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,04-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,05-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,06-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,07-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,08-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,09-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,10-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,11-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,12-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,13-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,14-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,15-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,16-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,17-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,18-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,19-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,20-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,21-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,22-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,23-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,24-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,25-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,26-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,27-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,28-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,29-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,30-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,31-03-2015,768
T18,B00948,510 CAR SERVICE CORP,trips,01-04-2015,669
T18,B00948,510 CAR SERVICE CORP,trips,02-04-2015,694
T18,B00948,510 CAR SERVICE CORP,trips,03-04-2015,722
T18,B00948,510 CAR SERVICE CORP,trips,04-04-2015,762
T18,B00948,510 CAR SERVICE CORP,trips,05-04-2015,626
T18,B00948,510 CAR SERVICE CORP,trips,06-04-2015,584
T18,B00948,510 CAR SERVICE CORP,trips,07-04-2015,605
T18,B00948,510 CAR SERVICE CORP,trips,08-04-2015,308
T18,B00948,510 CAR SERVICE CORP,trips,09-04-2015,651
T18,B00948,510 CAR SERVICE CORP,trips,10-04-2015,651
T18,B00948,510 CAR SERVICE CORP,trips,11-04-2015,710
T18,B00948,510 CAR SERVICE CORP,trips,12-04-2015,624
T18,B00948,510 CAR SERVICE CORP,trips,13-04-2015,527
T18,B00948,510 CAR SERVICE CORP,trips,14-04-2015,568
T18,B00948,510 CAR SERVICE CORP,trips,15-04-2015,570
T18,B00948,510 CAR SERVICE CORP,trips,16-04-2015,583
T18,B00948,510 CAR SERVICE CORP,trips,17-04-2015,696
T18,B00948,510 CAR SERVICE CORP,trips,18-04-2015,690
T18,B00948,510 CAR SERVICE CORP,trips,19-04-2015,616
T18,B00948,510 CAR SERVICE CORP,trips,20-04-2015,552
T18,B00948,510 CAR SERVICE CORP,trips,21-04-2015,549
T18,B00948,510 CAR SERVICE CORP,trips,22-04-2015,590
T18,B00948,510 CAR SERVICE CORP,trips,23-04-2015,534
T18,B00948,510 CAR SERVICE CORP,trips,24-04-2015,622
T18,B00948,510 CAR SERVICE CORP,trips,25-04-2015,704
T18,B00948,510 CAR SERVICE CORP,trips,26-04-2015,549
T18,B00948,510 CAR SERVICE CORP,trips,27-04-2015,504
T18,B00948,510 CAR SERVICE CORP,trips,28-04-2015,500
T18,B00948,510 CAR SERVICE CORP,trips,29-04-2015,464
T18,B00948,510 CAR SERVICE CORP,trips,30-04-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,01-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,02-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,03-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,04-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,05-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,06-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,07-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,08-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,09-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,10-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,11-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,12-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,13-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,14-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,15-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,16-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,17-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,18-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,19-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,20-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,21-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,22-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,23-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,24-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,25-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,26-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,27-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,28-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,29-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,30-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,31-05-2015,525
T18,B00948,510 CAR SERVICE CORP,trips,01-06-2015,612
T18,B00948,510 CAR SERVICE CORP,trips,02-06-2015,560
T18,B00948,510 CAR SERVICE CORP,trips,03-06-2015,537
T18,B00948,510 CAR SERVICE CORP,trips,04-06-2015,569
T18,B00948,510 CAR SERVICE CORP,trips,05-06-2015,622
T18,B00948,510 CAR SERVICE CORP,trips,06-06-2015,706
T18,B00948,510 CAR SERVICE CORP,trips,07-06-2015,568
T18,B00948,510 CAR SERVICE CORP,trips,08-06-2015,507
T18,B00948,510 CAR SERVICE CORP,trips,09-06-2015,494
T18,B00948,510 CAR SERVICE CORP,trips,10-06-2015,517
T18,B00948,510 CAR SERVICE CORP,trips,11-06-2015,545
T18,B00948,510 CAR SERVICE CORP,trips,12-06-2015,614
T18,B00948,510 CAR SERVICE CORP,trips,13-06-2015,622
T18,B00948,510 CAR SERVICE CORP,trips,14-06-2015,562
T18,B00948,510 CAR SERVICE CORP,trips,15-06-2015,505
T18,B00948,510 CAR SERVICE CORP,trips,16-06-2015,531
T18,B00948,510 CAR SERVICE CORP,trips,17-06-2015,504
T18,B00948,510 CAR SERVICE CORP,trips,18-06-2015,550
T18,B00948,510 CAR SERVICE CORP,trips,19-06-2015,684
T18,B00948,510 CAR SERVICE CORP,trips,20-06-2015,725
T18,B00948,510 CAR SERVICE CORP,trips,21-06-2015,604
T18,B00948,510 CAR SERVICE CORP,trips,22-06-2015,584
